Step,Flisvos-2016,Python-DTU
926,2404058,36764
927,2404058,36764
928,2404058,36764
929,2404058,36764
930,2404058,36764
931,2404058,36764
932,2404058,36764
933,2404058,36764
934,2404058,36764
935,2404058,36764
936,2404058,36764
937,2404058,36764
938,2404058,36764
939,2404058,36764
940,2404058,36764
941,2404058,36764
942,2404058,36764
943,2403911,36764
944,2403764,36764
945,2403648,36764
946,2403648,36764
947,2403648,36764
948,2403648,36764
949,2403648,36764
950,2403648,36764
951,2403648,36764
952,2403648,36764
953,2403648,36764
954,2403648,36764
955,2403648,36764
956,2403648,36764
957,2403648,36764
958,2403648,36764
959,2403648,36764
960,2403512,36764
961,2403376,36764
962,2403240,36764
963,2403104,36764
964,2402968,36764
965,2402928,36764
966,2402928,36764
967,2402928,36764
968,2402928,36764
969,2402928,36764
970,2402928,36764
971,2402928,36764
972,2402928,36764
973,2402928,36764
974,2402928,36764
975,2402928,36764
976,2402928,36764
977,2402928,36764
978,2402928,36764
979,2402928,36764
980,2402928,36764
981,2402928,36764
982,2402928,36764
983,2402928,36764
984,2402928,36764
985,2402928,36764
986,2402928,36764
987,2402928,36764
988,2402928,36764
989,2402928,36764
990,2402928,36764
991,2402928,36764
992,2402928,36764
993,2402928,36764
994,2402928,36764
995,2402928,36764
996,2402928,36764
997,2610354,36764
998,2610354,36764
999,2610354,36764
1000,2610354,36764
