Step,BathTUB,Flisvos-2016
967,186330,657500
968,186330,657500
969,186330,657500
970,186330,657500
971,186330,657500
972,186330,657500
973,186330,657500
974,186233,657500
975,186136,657500
976,186100,657500
977,186100,657500
978,186100,657500
979,186100,657500
980,186100,657500
981,186003,657500
982,185906,657500
983,185809,657500
984,185449,657500
985,185352,657500
986,185255,657500
987,185158,657500
988,185061,657500
989,185047,657500
990,185047,657500
991,185047,657500
992,185047,657500
993,184763,657500
994,184763,657500
995,184763,657500
996,184763,657500
997,184763,657500
998,184763,657500
999,184763,657500
1000,184763,657500
